"more presumptious","anmaáender"
"Toggle whether workshops can source materials from outside the burrow.","Schalte um, ob die Werkst„tten Materialien von auáerhalb des Bereiches beziehen k”nnen."
"Closing file...","Schlieáe Datei..."
" been "," gewesen "
" concluded with "," abgeschlossen mit "
"Deceit","Betrug"
"population of several hundred","Bev”lkerung von einigen Hundert"
"Complete: report back","Vollst„ndig: Rckmeldung"
"That was frightening.","Das war be„ngstigend."
"No one even considered making the journey to such a miserable hellhole this season.","Niemand hat in dieser Jahreszeit auch nur in Erw„gung gezogen, die Reise in ein solch elendes H”llenloch anzutreten."
"a former prisoner of","ein ehemaliger Gefangener von"
" dislikes the adoration of fighting as an art to be refined"," verabscheut die Anbetung des Kampfes als eine zu verfeinernde Kunst"
"no shoes","keine Schuhe"
"as a symbol of authority within ","als Symbol der Autorit„t innerhalb "
"official meeting in dining room","offizielle Sitzung im Speisesaal"
"Things usually don't work out","Normalerweise klappt es nicht"
"compelled the creation of","erzwang die Schaffung von"
"entertain people","Menschen unterhalten"
"I despair at this!","Ich verzweifle daran!"
"squeaky-voiced","quietschstimmig"
"was drowned","Ist ertrunken"
"famous dancer","berhmter T„nzer"
"This creature is assigned to a work detail.","Diese Kreatur ist einem Arbeitsauftrag zugeordnet."
"Werebeasts can attack","Werw”lfe k”nnen angreifen"
"  Best keep your head down.","  Am besten h„ltst du deinen Kopf unten."
"Horrors!  Demons in the deep!","Schrecken! D„monen in der Tiefe!"
"an unknown building","ein unbekanntes Geb„ude"
"Frightened","ngstlich"
"Attacks target specific body parts and have various modifiers.  You will select these in the subsequent menus.  ","Angriffe zielen auf bestimmte K”rperteile und haben verschiedene Modifikatoren. Diese w„hlst du in den folgenden Mens aus. "
"You will received bad advice.","Du wirst schlechten Rat erhalten."
"You are melting!","Du schmilzt!"
"has a large body and is very fat","hat einen groáen K”rper und ist sehr dick"
"after practicing a skill","nach dem šben einer Fertigkeit"
" strike at "," schlagen nach "
"rewarding","lohnend"
"medicine:tool:animal remedies","Medizin:Werkzeug:Tierarzneimittel"
" commissioners"," Kommissare"
"I feel resentful.","Ich bin nachtragend."
"only son","einziger Sohn"
" slipping out of "," herausrutschend aus "
"began wandering","begann zu wandern"
"Protector of the weak","Beschtzer der Schwachen"
"Desired Evil Square Count in Small Subregions","SchlechterPlatz-Z„hler in kleinen Unterregionen"
"a few hours ago","vor ein paar Stunden"
"Wax Worker","Wachsmacher"
"Corrupt Soldier Mood: ","Korrupte Soldatenstimmung: "
"later","sp„ter"
"I could not find a priest to comfort me.","Ich konnte keinen Priester finden, der mich tr”stete."
"shield","Schild"
"Finalizing inorganics...","Finalisierung Anorganika..."
"the army of ","die Armee von "
"silence","Stille"
" amulet"," Amulet"
"square of pillars","Quadrat von S„ulen"
"heavy","schwer"
"Set tree chopping orders.  Select the base of the tree so that the woodcutter can reach it.  Assign a woodcutter to the work detail if necessary.  The woodcutter requires an axe.","Legen Sie Auftr„ge zum F„llen von B„umen fest. W„hlen Sie die Stelle so aus, dass der Holzf„ller den Baum erreichen kann. Weisen Sie dem Arbeitstrupp bei Bedarf einen Holzf„ller zu. Der Holzf„ller ben”tigt eine Axt."
"The world generator is having trouble placing savagery in the manner specified by the parameters.  ","Der Weltgenerator hat Probleme damit, die Wildheit gem„á den festgelegten Parametern zu platzieren. "
" synthesis"," Synthese"
" on its territory"," auf seinem Gebiet"
"a great sense of empathy","ein groáes Einfhlungsverm”gen"
"Set from which workshops and stockpiles this stockpile gives and takes items.","Legen Sie fest, aus welchen Werkst„tten und Vorratslager dieses Vorratslager Objekte gibt und nimmt."
"dislikes obligations and will try to avoid being bound by them","verabscheut Verpflichtungen und versucht, sich ihnen zu entziehen"
"afraid to die","Todesangst"
" is stumbling around obliviously!"," stolpert direkt ins Offensichtliche!"
"a very good setting","eine sehr gute Einstellung"
"tends to stretch ","neigt dazu, sich zu dehnen "
"A legend?  Here?  I can scarcely believe it.  ","Eine Legende? Hier? Ich kann es kaum glauben. "
"  Knowing no mercy, ","  Kennen keine Gnade, "
"Some laws are just, while others were made to be broken.","Manche Gesetze wurden nur gemacht um gebrochen zu werden."
"in need of drink","durstig"
"Your most trusted local companions are meeting you here today.","Ihre vertrautesten lokalen Begleiter treffen Sie heute hier."
"has a long, thin frame hidden beneath copious rolls of lard","hat eine lange, dnne Statur, die sich unter reichlich Speckr”llchen versteckt"
" through force of argument"," mit schlagkr„ftigen Argumenten"
" (V Rusty)"," (V Rostig)"
"figurine","Figuren"
"[C:3:0:1].Paralysis","[C:3:0:1].L„hmung"
"rumored enemy","angeblicher Feind"
"fish","fisch"
"a legendary quarreler","ein legend„rer Querulant"
"Childhood friend","Jugendfreund"
"Calm yourself!","Beruhige dich!"
"Ice Track (W)","Eisweg (W)"
"Acknowledge lack of rapture","Fehlen von Verzckung anerkennen"
"Dig only ore and gems selected, and automine any ore and gems of the same type which are uncovered.","Graben Sie nur die ausgew„hlten Erze und Edelsteine aus und bauen Sie alle Erze und Edelsteine desselben Typs, die aufgedeckt werden, automatisch ab."
"is slow to trust others","vertraut anderen nur langsam"
"eighteen","achtzehn"
"Acknowledge lack of repentance","Fehlen von Umkehr anerkennen"
"Dodge projectile","Projektil ausweichen"
"metal ","Metall "
"smear","Abstrich"
"Workers gather outdoor vermin remains","Arbeiter sammeln šberreste von Ungeziefer im Freien ein"
"meat cleaving","Fleisch hacken"
"requesting weapon production","Anfrage zur Waffenproduktion"
"fish cleaner","Fischreiniger"
"the murder of ","den Mord an "
"I have so many regrets...","Ich bedaure so vieles..."
"deep-voiced","klar ge„uáert"
"sometimes acts with little determination and confidence","handelt manchmal mit wenig Entschlossenheit und Selbstvertrauen"
"rumored treasure hunter","angeblicher Schatzj„ger"
"Seeking artifact","Artefakt suchen"
"kicked out of squad","aus der Truppe rausgeschmissen"
": No tissue thickness",": Keine Gewebedichte"
"'s thinking hard, ","scharf nachdenkt, "
"Greetings.  Let's trade.","Gráe. Lasst und Handeln."
"extremely wrinkled","extrem faltig"
"Metals","Metalle"
"A highly-organized military order is threatening our people.","Eine hoch organisierte milit„rische Ordnung bedroht unser Volk."
"Restarts if completed, checked daily","Neustart nach Abschluss, t„gliche šberprfung"
"has an overbearing personality","hat eine berhebliche Pers”nlichkeit"
" become friends over a shared love of athletics"," durch die gemeinsame Liebe zur Leichtathletik Freunde geworden sind"
"A ferocious wild animal has been set on us by nature.","Ein wildes Tier wurde von der Natur auf uns gehetzt."
"The well is operational.","Der Brunnen funktioniert."
"State feelings of great rejection","Gefhle der groáen Ablehnung angeben"
"Finish placing zones.","das Platzieren von Zonen abschlieáen."
"Their strength has been broken.","Ihre Kraft ist gebrochen."
"defeating somebody","jemanden besiegen"
"The melody has ","Die Melodie hat "
" has drifted nearby!"," ist in die N„he getrieben worden!"
"""Do you feel the pull?  You sense the direction of my representative.  It is possible to travel quickly to reach them, or you may journey more deliberately.  It is your decision.""",",,Sprst du die Anziehungskraft? Du sprst die Richtung meines Vertreters. Es ist m”glich, schnell zu reisen, um sie zu erreichen, oder du kannst dich fr eine gem„chlichere Reise entscheiden. Es ist deine Entscheidung."""
"I am not mortified.","Ich bin nicht gedemtigt."
"State feelings of great grim satisfaction","Gefhle groáer grimmiger Befriedigung angeben"
"It is too soon to forgive.","Es ist zu frh zu vergeben."
" open."," offen."
"Available Items","Verfgbare Items"
" to offer condolences"," Beileid bekunden"
"ceased to be a ","aufgeh”rt hat, ein "
"Hard work is great.  Finding a way to work half as hard is even better.","Harte Arbeit ist toll. Einen Weg zu finden um nur noch halb so hart arbeiten zu mssen ist noch viel besser."
"State feelings of disillusionment","Gefhle der Desillusionierung angeben"
"finds the ideas of independence and freedom somewhat foolish","findet die Ideen von Unabh„ngigkeit und Freiheit etwas t”richt"
"Zones","Zonen"
"nearly a day's travel","fast eine Tagesreise"
"relative expelled","Verwandter vertrieben"
"I feel empty.","Ich fhle mich leer."
"had a gated courtyard added to","wurde ein umz„unter Innenhof hinzugefgt"
"Historical figure growing up","Historische Pers”nlichkeit, die heranw„chst"
" jealousy"," Eifersucht"
"played for sympathy","auf Sympathie gespielt"
"engraving ","graviert "
"that more might be murdered","damit mehr Menschen ermordet werden k”nnen"
"advice","Ratschl„ge"
" originally devised by "," ursprnglich entwickelt von "
" of the theme"," des Themas"
"a very good sense of empathy","einen sehr guten Sinn fr Einfhlungsverm”gen"
"Save to new timeline","In neuer Zeitachse speichern"
"shakes ","schttelt "
"a house","Ein Haus"
" is an example of "," ist ein Beispiel fr "
"Raise alarm","Alarm schlagen"
"by the manager before they become","durch den Manager, bevor sie zu"
"No recent announcements.","Keine aktuellen Ankndigungen."
"has an incredibly thin body with little fat","hat einen unglaublich schlanken K”rper mit wenig Fett"
" gets annoyed"," wird „rgerlich"
"a turn-around ","eine Kehrtwende "
"Terrible","Schrecklich"
"This item is bait.","Dieser Gegenstand ist ein K”der."
"I guess it could be considered grimly satisfying.","Ich denke, man k”nnte es als grimmig befriedigend bezeichnen."
"You must be convinced.","Sie mssen berzeugt sein."
" was sent to "," wurde gesendet an "
"Something evil is emerging from this newly exposed pocket!","Etwas schreckliches ist aus der neu endeckten Kammer entkommen!"
"Make raw ","Roh herstellen "
"I'm dejected.","Ich bin niedergeschlagen."
"The creative impulse is so valuable.","Der kreative Impuls ist so wertvoll."
"Cumulonimbus (rain)","vertikale Gewitterwolke (Regen)"
"Seek Manage Office","Suchen Sie Manage Office"
"in order to maintain balance in the universe","um das Gleichgewicht im Universum zu bewahren"
"Your fortress has settled into the rhythm of day-to-day living, beyond your meticulous concern.","Ihre Festung hat sich in den Rhythmus des t„glichen Lebens eingefgt, ohne dass Sie sich darum kmmern mssen."
"concave","konkav"
"no one can deny your genius!","niemand kann deine Genialit„t leugnen!"
"the sacrilegious","das Sakrileg"
"squad","Trupp"
"the Settlement","die Einigung"
"Toys","Spielzeuge"
"seeing a stranger sneaking around","einen Fremden herumschleichen sehen"
"[C:6:0:1]Fertilizer[C:7:0:0] is not needed to farm.","[C:6:0:1]Dnger[C:7:0:0] wird fr den Ackerbau nicht ben”tigt."
"a really bad memory","eine wirklich schlechtes Ged„chtnis"
"Philosopher","Philosoph"
"The overall text emphasizes ","Der Gesamttext unterstreicht "
"You know of no appropriate stones.","Sie kennen keine geeigneten Steine."
"enraptured","entrckt"
"is very stubborn","ist sehr Stur"
"jamming the","blockieren der"
" The "," ein "
"enthusiasm","Begeisterung"
"Remove this stop.","Entfernen Sie diesen Stopp."
"silently ","im Hintergrund "
"admire arranged building","bewundernswert gestaltetes Geb„ude"
"doesn't feel ","fhlt nicht "
"Just facts - Flights of fancy","Nur Fakten - Fantasieflge"
"I won't go down without a fight!","Ich werde nicht kampflos untergehen!"
"by preserving part of body","durch Erhaltung eines K”rperteils"
"Wrestling","Ringen"
"Fertilize field","Feld dngen"
"Your efforts are legend there.  Let us trade!","Ihre Bemhungen sind dort Legende. Lassen Sie uns handeln!"
"I wish to become a ","Ich m”chte gerne ein "
"renderable ","berechenbar "
"Too sad","zu traurig"
"Locations can be created from zones.","Standorte k”nnen aus Zonen erstellt werden."
"this keep","diese Unterkunft"
"psycho","Psycho"
"Cage ","K„fig "
"is corpulent","ist korpulent"
"with a touch of","mit einem Hauch von"
"Quests and reputation","Aufgaben und Ansehen"
"You can't take me alive!","Ihr k”nnt mich nicht lebend kriegen!"
" met with "," getroffen mit "
"talks very quickly when ","spricht sehr schnell, wenn "
"more altruistic","uneigenntziger"
"I drank slime.","Ich habe Schleim getrunken."
"It is good to be outdoors.","Es ist gut, drauáen im Freien zu sein."
"This type is allowed to be cooked.","Dieser Typ darf gekocht werden."
"mug","Becher"
"Combat with any creature will put you in immediate peril.  Wounds can be serious and long-lasting, and most enemies ","Ein Kampf mit einer Kreatur bringt euch in unmittelbare Gefahr. Wunden k”nnen schwer und langwierig sein, und die meisten Feinde "
"Acknowledge lack of gloom","Erkenne den Mangel an Trbsinn an"
"I shared a personal insight with my sibling.","Ich habe eine pers”nliche Erkenntnis mit meinem Geschwisterchen geteilt."
"Artistically inclined","Knstlerisch veranlagt"
"opossum","Oppossum"
"has a tall, thin frame with very little fat on it","hat eine groáe, schlanke Statur mit sehr wenig Fett"
