"more presumptious","anmaáender"
"FPS has dropped below 50. Multithreading is not on, and may improve performance. Do you wish to enable it? (You can always turn it off or on in the options later.)","Die FPS sind unter 50 gefallen. Multithreading ist nicht aktiviert und k”nnte die Leistung verbessern. M”chten Sie es aktivieren? (Sie k”nnen es sp„ter jederzeit in den Optionen ein- oder ausschalten.)"
"is lanky","ist schlaksig"
"finds the whole idea of introspection completely offensive and contrary to the ideals of a life well-lived","findet die ganze Idee der Selbstbeobachtung v”llig anst”áig und im Widerspruch zu den Idealen eines gut gelebten Lebens"
"This is a ","Dies ist ein "
"Ask for directions to ","Fragen Sie nach dem Weg zu "
"hunting","Jagd"
"dietary relationships","Ern„hrungsgewohnheiten"
"is very weak","ist sehr schwach"
"drinking blood","Blut trinken"
"end","beenden"
"Dancing","Tanzend"
"Select a merchant group to trade with:","W„hlen Sie eine H„ndlergruppe aus, mit der Sie handeln m”chten:"
"State feelings of outrage","Gefhle der Emp”rung „uáern"
"dyeable ","einf„rbbar "
"is muscular and very broad","ist muskul”s und sehr breit"
" own nature as "," die eigene Natur als "
"the construction and use of the water wheel","der Bau und die Nutzung des Wasserrads"
"""Congratulations!  Now you must return this precious object to its proper home.""",",,Glckwunsch! Jetzt musst du diesen kostbaren Gegenstand an seinen richtigen Ort zurckbringen."""
"What's going on?!","Was ist denn hier los?!"
"Keep","Behalten Sie"
" has self-referential diplomacy state"," hat selbstreferentielle Diplomatie Zustand"
"Wilderness population changes","Ver„nderungen der Wildnispopulation"
"Everybody does this","Jeder macht das"
" completely paralyzed!"," vollst„ndig gel„hmt!"
"being forced to endure the decay of a spouse","gezwungen zu sein, den Zerfall eines Ehepartners zu ertragen"
"Your citizens will collect clay at this zone if a clay floor or clay wall is included.  This task is initiated manually at the kiln.","Ihre Brger sammeln in diesem Bereich Lehm, wenn ein Lehmboden oder eine Lehmwand vorhanden ist. Diese Aufgabe wird manuell am Brennofen ausgel”st."
" engaged me to infiltrate "," beauftragte mich mit der Infiltration "
"Poem recitation","Gedichtvortrag"
"seven thousand","siebentausend"
"Hillock","Hgel"
"[C:7:0:0:]Diagnosed with ","[C:7:0:0:]Die Diagnose lautet "
" pushes "," schubst "
"magma sea","Magmasee"
"Friendly fighter","Befreundeter K„mpfer"
" a cloud of "," eine Wolke aus "
"Arena: Conflict state up","Arena: Konfliktstatus nach oben"
"more austere","strenger"
"The lyrics of the accompaniment are way too serious.","Die Texte der Begleitung sind viel zu ernst."
"septuplets","Siebenlinge"
"is rarely happy or enthusiastic","ist selten glcklich oder enthusiastisch"
"The vomit splatters into the shallow puddle of water.","Das Erbrochene spritzt in die seichte Wasserpftze."
"Unnamed dump","Unbenannter Abfallplatz"
"has a broad, recessed","hat eine breite, vertiefte"
"while ","w„hrend "
"Clean","Reinigen"
"And what exactly do you want?","Und was genau wollen Sie?"
"a specific wilderness region","eine bestimmte Wildnisregion"
"I feel so isolated!","Ich fhle mich so isoliert!"
"Cups/Mugs/Goblets","Tassen / Becher / Kelche"
"It's wrong.","Es ist falsch."
"is muscular and incredibly tall","ist muskul”s und unglaublich groá"
"make weapon","Waffe herstellen"
"tomb","Grab"
"You will best serve by finishing your quest.","Du dienst am besten, indem du deine Aufgabe erfllst."
"jovial","heiter"
"You are paralyzed.","Du bist gel„hmt."
" finished the construction of "," beendete den Bau von "
"No charge attack: you are on a projectile","Kein Ansturm m”glich: Du bist auf einem Projektil"
"Track (NSE)","Weg (NSE)"
"Unnamed office","Unbenanntes Bro"
"second eldest child","zweit„ltestes Kind"
"state bias","staatliche Bevorzugung"
"Seek Fish Trap","Suche nach Fischreuse"
"The topic being discussed is ","Das diskutierte Thema ist "
"Saving schedules...","Zeitpl„ne speichern..."
"Hunter","J„ger"
"Taken by a fright!","Von einem Schreck ergriffen!"
"Your Animals","Deine Tiere"
"Scheduled Meal","Geplante Mahlzeit"
"You have been ordered to drive these forces out.","Du wurdest beauftragt diese Streitkr„fte zu vertreiben."
"Set the weather, temperature, and time.","Stelle das Wetter, die Temperatur und die Zeit ein"
"the classification of creatures by their physical features","die Klassifizierung von Kreaturen nach ihren physischen Merkmalen"
"Somebody help!","Helft mir doch!"
"Noted fighter","Bekannter K„mpfer"
", to be delivered from ",", zu liefern von "
"That is amazing.","Das ist erstaunlich."
"Every note is named.  ","Jede Note ist mit einem Namen versehen. "
" by a flying object"," durch ein fliegendes Objekt"
"beating somebody with a hammer","jemanden mit einem Hammer schlagen"
"law-givers","Gesetzgeber"
" is gelded.  "," wurde kastriert.  "
"Put on item","Gegenstand anlegen"
"barons consort","Baronsgemahl"
"Export XML","Exportiere XML"
"Select a category below to begin.","W„hle unten eine Kategorie um zu beginnen."
"You hear ","Du h”rst "
"Acknowledge lack of isolation","Fehlen von Isolation anerkennen"
"the Peaks","die Gipfel"
"Have they gone on adventures or moved on to richer delving at new frontier settlements? ","Sind sie zu Abenteuern aufgebrochen oder haben sie sich in neuen Grenzsiedlungen auf die Suche nach mehr Wissen gemacht? "
"Give","Gib"
"theft","Diebstahl"
"Plant Gathering","Sammeln von Pflanzen"
"Move down to the southwest.","Abw„rts nach Sdwesten bewegen."
"Yes, let's move on.","Ja, lassen Sie uns weitermachen."
"Removing mining/chopping/gathering/smoothing orders","Entferne Auftr„ge zum Bergbau/Holzf„llen/Sammeln/Gl„tten"
"Jubilant","Jubel"
"the ascension","der Aufstieg"
"medicine:tool:plants as surgical models","medizin:werkzeug:pflanzen als chirurgische modelle"
"a performance of ","eine Auffhrung von "
" Civilians"," Zivilisten"
"'s annoyed","ist ver„rgert"
"Comment on natural surroundings","Anmerkungen zur natrlichen Umgebung"
"the theory and methods involved in the extraction of a constituent liquid from one solution to another","die Theorie und die Methoden der Extraktion eines flssigen Bestandteils aus einer L”sung in eine andere"
" have "," habe "
"Migrants were too nervous to make the journey this season to this unhappy fortress.","Die Migranten waren zu nerv”s, um in dieser Saison die Reise zu dieser unglcklichen Festung anzutreten."
"Performer","Darsteller"
"suspicious","Verd„chtig"
"agreed to adventure with","vereinbarte ein Abenteuer mit"
"was killed by falling rocks","wurde von herabfallenden Steinen get”tet"
"State minor feeling of guilt","Geringfgige Schuldgefhle angeben"
"Wait, what?","Warte, was?"
"I was beaten with the hammer.","Ich wurde mit dem Hammer geschlagen."
"Citizen kidnapped","Einwohner entfhrt"
"Allow non-plant/animal","Erlaubt Nicht-Pflanzen/Tiere"
"There is no gaiety.","Es gibt keine Fr”hlichkeit."
"mind and body","K”rper und Geist"
" imprint in the "," Abdruck im "
"Create new route","Neue Route erstellen"
" reciting"," Rezitieren"
"There is a basic movement ","Es gibt eine grundlegende Bewegung "
" drums "," trommeln "
"Terrified","Ver„ngstigt"
"finds nature somewhat disturbing","findet die Natur etwas st”rend"
"Be careful, for their leader ","Seid vorsichtig, denn ihr Anfhrer "
"Climb down","Klettere runter"
"wonderful","wunderbar"
"Disdains craftwork","Verachtet das Handwerk"
"dreams of crafting a masterwork someday","tr„umt davon, eines Tages ein Meisterwerk zu schaffen"
"State feelings of bitterness","Gefhle der Bitterkeit angeben"
"bone-chilling horror","gruseliger Horror"
"The world generator is having trouble placing grasslands.  ","Der Weltgenerator hat Probleme beim Platzieren von Graslandschaften.  "
"Add or choose a location.","Hinzufgen oder Ausw„hlen eines Ortes."
"Clothing","Kleidung"
"tastefully arranged ","geschmackvoll eingerichtet "
" attack "," angreifen "
"Animal Survival","šberleben der Tiere"
"bowyer","Bogenschtze"
" line."," Linie."
"Crutches (Desired): ","Krcken (erwnscht): "
"Large Profile","Groáes Profil"
"unbreakable focus","ungebrochene Konzentration"
"animated","animierte"
"It has no writing.","Es hat keine Aufschrift."
"Climb to ","Klettere zu "
" introduction"," Einfhrung"
"I do not scheme.","Ich habe keine Pl„ne."
"Geographer","Geograph"
" family"," familie"
"You are considered an integral part of the opposition.","Sie werden als integraler Bestandteil der Opposition betrachtet."
" have been disturbed."," gest”rt worden sind."
"doubt","Zweifel"
"Invaders can build floors and stairs","Eindringlinge k”nnen B”den und Treppen bauen"
"is short and scrawny","ist klein und drr"
"I've forgotten what I was going to say...","Ich habe vergessen was ich sagen wollte..."
"Rebuilding temporary information...","Wiederaufbau tempor„rer Informationen..."
"unfathomably weak","unbegreiflich schwach"
" destroyed "," zerst”rt "
"I give to you this fine beast, ","Ich schenke dir dieses sch”ne Tier, "
"State your amusement","Geben Sie Ihr Vergngen an"
" passive"," passiv"
"Affects physical size, attack power, charging, armor ungainliness, throwing power, carrying capacity, and movement speed.","Beeinflusst physische Gr”áe, Angriffskraft, Anstrmen, Rstungsbeeintr„chtigung, Tragekapazit„t und Bewegungsgeschwindigkeit. "
"Select materials for the ","W„hlen Sie Materialien fr die "
"I really enjoyed that!","Das hat mir wirklich Spaá gemacht!"
"as part of a trade negotiation","als Teil einer Handelsverhandlung"
"infamous thief","berchtigter Dieb"
"Built","Gebaut"
"assign schedules.","Zeitpl„ne zuweisen."
" is gone.  "," ist weg.  "
"Watch ","Zusehen "
" Logs"," Staemme"
"The Home Tree","Der Heimatbaum"
"animals","Tiere"
" and maybe something to drink as well!"," und vielleicht auch etwas zu trinken!"
"improved skill","verbesserte F„higkeit"
"Invaders can free creatures from cages","Eindringlinge k”nnen Kreaturen aus K„figen befreien"
"has a broad body","hat einen breiten K”rper"
"Thread (yarn)","Faden (Garn)"
"noted enemy","bekannter Feind"
"begins to talk louder when ","beginnt lauter zu sprechen, wenn "
"decomposing","zersetzend"
"bring peace to the world","den Frieden in die Welt bringen"
"I can now reside in ","Ich kann jetzt wohnen in "
"I'm very worried.","Ich bin sehr besorgt."
"degrees of the octave scale","Stufen der Oktavskala"
"This is a masterpiece.","Dies ist ein Meisterwerk."
"a legendary hero","ein legend„rer Held"
"Set origin","Ursprung festlegen"
"an improvised recital of ","ein improvisiertes Konzert von "
" attack with "," Angriff mit "
"less anger-prone","weniger wutanf„llig"
"known loyal soldier","bekannter treuer Soldat"
"Cleaning","Reinigen"
"Legendary thief","legend„rer Dieb"
"Unprepared fish","Unzubereiteter Fisch"
"under","unter"
"failed mood","misslungene Stimmung"
"Taken by mood","Von der Stimmung erfasst"
"Shocked","Schokiert"
"several","mehrere"
"Demand the listener's identity","die Identit„t des Zuh”rers zu verlangen"
"Slaughter ","Schlachten "
" as the plot unfolded, "," als sich die Handlung entwickelte, "
"Spatial Sense","R„umliches Vorstellungsverm”gen"
" were"," war"
"Percussion Instrument","Schlaginstrument"
"addition of masterful spikes","ein Zusatz von meisterhaften Spikes"
"the sight of ","die Sicht des "
"drinking slime","Schleim trinken"
"I am so nervous!","Ich bin so nerv”s!"
"has a very broad body but it is frail","hat einen sehr breiten K”rper, aber er ist zerbrechlich"
" mind about things"," ber Dinge nachdenken"
" and the chosen!  "," und die Auserw„hlten! "
"You are thinking about this all wrong.","Sie denken v”llig falsch darber."
"being unable to find a hammer","keinen Hammer finden k”nnen"
"Large instruments must be placed in taverns or temples before they will be used.  These instruments must be assembled at a workshop first.","Groáe Instrumente mssen in Tavernen oder Tempeln aufgestellt werden, bevor sie benutzt werden k”nnen. Diese Instrumente mssen erst in einer Werkstatt zusammengebaut werden."
"Accept equipment","Ausrstung akzeptieren"
"quite clumsy","ziemlich ungeschickt"
"swamps","Smpfe"
"astonishment","Erstaunen"
"Your citizens will sleep in bedrooms.  It should include a bed!  Try to enclose it with walls and/or doors.  Do not overlap with other rooms.","Ihre Brger werden in Schlafzimmern schlafen. Es sollte ein Bett enthalten! Versuchen Sie, es mit W„nden und/oder Tren auszustatten. Es darf sich nicht mit anderen R„umen berschneiden."
"This worker is specialized and will only do tasks that match their workshop assignments, work details, and occupations.  Click to toggle.","Dieser Arbeiter ist spezialisiert und erledigt nur Aufgaben, die seinen Werkstattauftr„gen, Arbeitsdetails und Berufen entsprechen. Klicken Sie zum Umschalten."
"An animal was convicted of a crime.","Ein Tier wurde eines Verbrechens berfhrt."
"the struggle for survival among creatures","der Kampf ums šberleben unter den Kreaturen"
"Druid","Druide"
" a "," ein "
"State feelings of hopelessness","Gefhle der Hoffnungslosigkeit angeben"
"Undead attack","Angriff der Untoten"
"The musician cannot control the volume.  ","Der Musiker kann die Lautst„rke nicht steuern. "
"the pit","die Grube"
"You are in a fey mood.","Du bist in elfenhafter Stimmung."
"No weapon","Keine Waffe"
"Saving work quotas...","Arbeitsnormen speichern..."
"Musicality","Musikalit„t"
"left site","linke Seite"
"a special occasion","eine besondere Gelegenheit"
"Anybody that sticks to something a moment longer than they have to is an idiot.","Jeder der l„nger als n”tig an einem Moment h„ngt ist ein Idiot."
"thrill","Nervenkitzel"
"I am now part of ","Ich bin jetzt Teil von "
"[C:5:0:1]Thirsty","[C:5:0:1]Durstig"
